index,true_category,neighbor_categories,same_ratio,doc_preview
9068,Tools_and_Home_Improvement,"Automotive, Automotive, Musical_Instruments, Musical_Instruments, Automotive",0.0,Seal Spray Foam High Performance Closed Cell Insulating Foam Can Kit w/Gun Foam Applicator and 1 Can of Cleaner (600 Boa
9094,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Fluorescent Green Neon Sign Vinyl, Inch X 10 Feet can be cut with computer controlled vinyl cutters. also can be cut wit"
9096,Office_Products,"Automotive, Office_Products, Tools_and_Home_Improvement, Office_Products, Tools_and_Home_Improvement",0.4,Omnimed 183005 Refrigerator Box Locker Omnimed acrylic refrigerator lock boxes are designed for the storage of insulin o
9114,Toys_and_Games,"Tools_and_Home_Improvement, Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Master Airscrew 7x4 Performance Propeller - Normal/Tractor/CCW R/C Model airplane propellers specially developed for the
9125,Electronics,"Musical_Instruments, Electronics, Musical_Instruments, Electronics, Musical_Instruments",0.4,"Pc Accessories - 18P 5 Feet IDC Type Flat Ribbon Cable for 2.54mm Pitch Connectors, 18 Wire, 18C 5-Ft Pack Standard 1.27"
9160,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.0,GlassOfVenice Murano Glass Letter Opener - Gold Red Stripes AUTHENTIC High quality authentic Murano Glass hand-made in V
9164,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Toys_and_Games, Tools_and_Home_Improvement",0.4,Abbey Road Star Wars Car Air Freshener (Funny/Fun Xmas Christmas Stocking Filler/Secret Santa/Novelty Scented Gift) AAF 
9171,Tools_and_Home_Improvement,"Electronics, Tools_and_Home_Improvement, Office_Products, Automotive, Automotive",0.2,"Marinco 6083CR Marine FD Box for 15, 20, 30, and 50-Amp Receptacles, and 7420CR and 7788CR Covers (Two 3/4 Knockout Hole"
9180,Cell_Phones_and_Accessories,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Electronics, Electronics",0.0,DDONG PLUS for wt130 Battery Replacement ta1226 Replacement Battery for Cricket Nokia C2 Tennen Nokia C2 Tava Replacemen
9189,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Solarhome HB600 Battery Charger 24V 25A Signet 66412 96211 105739 161827 128537 Compatible with Genie Skyjack JLG Scisso
9192,Tools_and_Home_Improvement,"Musical_Instruments, Musical_Instruments, Electronics, Electronics, Electronics",0.0,Sordin Supreme PRO X - High Visibility Active Electronic Hearing Protection - Leather Band and Orange Cups Sordin Suprem
9202,Appliances,"Tools_and_Home_Improvement, Appliances, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement",0.2,EZ FAUX DECOR Peel & Stick Faux Stainless Steel | Refrigerator Wrap | Cover for Dishwashers & Appliances | Self Adhesive
9220,Automotive,"Automotive, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Automotive",0.4,Decal Sticker Vinyl Side Wavy Finishing Stripe Kit Compatible with Dodge Challenger (Black) 2 Decals (1 for the Left and
9244,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,Impact VA903 Five Lamp Fluorescent Cool Light - The Impact Five Lamp Fluorescent Cool Light accepts screw-in fluorescent
9255,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement",0.4,New Pig Roof Leak Diverter Tarp Kit - Umbrella-Style Leak Diverter - 30 x 30 - Clear - Easily hang a 30 x 30 Umbrella-St
9263,Tools_and_Home_Improvement,"Office_Products, Electronics, Office_Products, Office_Products, Office_Products",0.0,magicJack Plus magicJackTM Plus can be used with or without a computer - it’s the customer’s choice. Each magicJackTM Pl
9265,Electronics,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Marine Plug Straight Adapter, 15A 125V Male to 30A 125V Female This Marine Plug Straight Adapter is a handy solution to "
9268,Toys_and_Games,"Toys_and_Games, Automotive, Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,SHENGLE 2 Pcs 550 12 Volt Electric Motor High Speed RS550 12V Motor Gearbox Accessories for Kids Ride On Car Power Wheel
9274,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.0,Platinum Tools Connectors (Jar of 100) - The Platinum is a Cat 5/5e Connector that simplifies twisted pair terminations 
9282,Musical_Instruments,"Musical_Instruments, Electronics, Musical_Instruments, Toys_and_Games, Electronics",0.4,"Happybuy Inches DJ Facade Table Station, DJ Booth Flat Table Top 20x40 Inch, Adjustable DJ Event Facade with White & Bla"
9312,Office_Products,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Toys_and_Games, Toys_and_Games",0.0,"I Love to Sing in Korean, Press and Play Interactive Song Book and Musical Toy, korean books for toddlers, korean baby b"
9317,Electronics,"Automotive, Automotive, Automotive, Cell_Phones_and_Accessories, Automotive",0.0,TalentCell 12V 6Ah Battery Pack 2000 Cycles Rechargeable 12.8V 76.8Wh Lithium Iron Phosphate Battery with 14.6V Charger 
9327,Musical_Instruments,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"Piano Tuning Kit - Professional Piano Tuning Hammer Lever + Mute Kit The piano tuning kit is ideal for an apprentice, or"
9334,Electronics,"Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.2,Audio-Technica USB Gaming Desktop Microphone Looking for a high-quality gaming microphone? The Audio-Technica USB Gaming
9349,Office_Products,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Toys_and_Games, Toys_and_Games",0.0,"Baker Ross Star Hero Gliders (Pack of 8) for Kids Party Bag Fillers and Toys, AF534 Take to the skies with these Star He"
9365,Musical_Instruments,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments",0.4,"Denis Wick SM3U Silver-Plated Euphonium Mouthpiece, Mead Ultra model Denis Wick SM3U Silver-Plated Euphonium Mouthpiece,"
9367,Electronics,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,"Whelen Orion 600 Wingtip PTA Red, 28VDC, The Series of FAA/TSO approved LED aviation lighting incorporates the latest st"
9385,Appliances,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Appliances, Tools_and_Home_Improvement",0.2,CAFE 24 Matte Collection Built-In Dishwasher with 16 Place Settings Ultra-Wash and Dry Cafe Matte Collection Series 24 I
9387,Office_Products,"Office_Products, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Office_Products",0.4,"visvold Fingerprint Time Clocks for Employees Small Business with Face Recognition,Finger Scan,Password, NO Monthly Fees"
9405,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,"MobileRep RepRoller, Mobile Office and Sales cart Stay Organized with a Mobile Office Cart Carry supplies and equipment "
9408,Electronics,"Tools_and_Home_Improvement, Musical_Instruments, Electronics, Electronics, Musical_Instruments",0.4,"Grizzly SHILOH Photography, Video and Camera Pouch for Memory Card SD &CF, Battery, USB, AA and AAA Batteries, Battery P"
9418,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,Sierra ATO Fuse - 3 Amp ATO 3 Amp Fuse Violet 5 Pack Fuses are critical for safety. They provide protection from electri
9419,Musical_Instruments,"Electronics, Musical_Instruments, Tools_and_Home_Improvement, Cell_Phones_and_Accessories, Musical_Instruments",0.4,HogoR Xvive U4R Wireless in-Ear Monitoring System | Beltpack Receiver | 107 Db Signal to Noise Ratio | 5 Hours Battery |
9444,Electronics,"Electronics, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"2 Pack RGB Led Video Light Stick Wand, Obeamiu Photography Lighting, Rechargeable Battery, 21 Lights Effect for Video Co"
9462,Toys_and_Games,"Toys_and_Games, Electronics, Tools_and_Home_Improvement, Toys_and_Games, Tools_and_Home_Improvement",0.4,Interactive Globe for Kids Learning 9 Inchs Illuminated Night Light Built-in LED Decor 720° Rotation Educational Globes 
9468,Cell_Phones_and_Accessories,"Electronics, Electronics, Cell_Phones_and_Accessories, Electronics, Cell_Phones_and_Accessories",0.4,"Smartphone Video Rig with Light, GVM 2 Packs LED Rig Light Selfie Light Stabilizer with Bluetooth Control Handheld Porta"
9474,Automotive,"Automotive, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Automotive",0.4,"Sprint Booster Performance Upgrade Power Converter, 1 Pack Sprint Booster V3 for Select 2004 - 2016 Ford C-MAX, Edge, Es"
9520,Automotive,"Automotive, Automotive, Electronics, Tools_and_Home_Improvement, Electronics",0.4,MSD 32939 8.5mm Super Conductor Spark Plug Wire Set The MSD 8.5 Mm super conductor wire is the performance wire. Enginee
9523,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Cell_Phones_and_Accessories, Office_Products, Electronics",0.2,"Legrand Radiant 20A, Self-Test GFCI Outlet, Weather-Resistant, Tamper-Resistant, Gray Weather-resistant meets national e"
9529,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,LINKOMM RJ45 Cat6 End-Pass-Through Ethernet UTP Unshielded Modular Plug LINKOMM End-Pass-Through Ethernet UTP Unshielded
9534,Office_Products,"Electronics, Musical_Instruments, Tools_and_Home_Improvement, Musical_Instruments, Electronics",0.0,Tarifold Catalog Rack Starter Kits - 6 Sections - Black Great for storing & organizing large capacity catalogs and punch
9542,Electronics,"Electronics, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.2,Rockville (4) 6x9 2000w Waterproof Marine Boat Speakers 2-Way White Price is for (2) Pairs of Rockville 6x9 Waterproof M
9570,Electronics,"Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.4,"LORADAR 5Pack Laptop Cable Lock Hardware Security Cable Lock Anti Theft 5Keys 6.7Ft Compatible for Laptops, iMac,Out Doo"
9577,Musical_Instruments,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments, Tools_and_Home_Improvement",0.2,"Tawelun 14R 295W Beam Stage Moving Head Light, DMX512 Channel Control, 14 Gobos and 14 Colors with Seven Color Effect fo"
9594,Office_Products,"Tools_and_Home_Improvement, Office_Products, Electronics, Office_Products, Tools_and_Home_Improvement",0.4,"Lorell Hospitality Bentwood Table Top, High Pressure Laminate (HPL),Mahogany As part of the Lorell Hospitality Table Col"
9622,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Electronics, Automotive",0.0,"E Track Tiedown Adapter Strap 3,500 lb. Capacity Tie Downs USA - 20 Pack SPRING E ADAPTER STRAP - **These adapter tie do"
9638,Appliances,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,EFIELD Premium Stainless Steel Dishwasher Hose - 6 FT Length Burst Proof Water Supply Hose 3/8 comp x 3/8 comp with atta
9652,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"CASOMAN 1/2- Inch Drive Wheel Protector Impact Socket, 1/2 Thin Wall Deep Impact Socket Set Plastic Sleeve Lug Nut, 4 Pi"
9657,Toys_and_Games,"Toys_and_Games, Electronics, Electronics, Automotive, Automotive",0.2,Venom Sport Power 40C 2S 7.4V LiPo Battery Roar with Universal Plug x2 Packs Get superior performance from your remote-c
9690,Electronics,"Electronics, Electronics, Toys_and_Games, Cell_Phones_and_Accessories, Toys_and_Games",0.4,"2-Pack AKWOX Remote Case for Roku Express 3930 Premiere+ 3920, Streaming Remote Control, Shockproof Silicone Cover- Blac"
9692,Musical_Instruments,"Musical_Instruments, Electronics, Electronics, Electronics, Musical_Instruments",0.4,CELESTION TF0615 6-Inch Mirange Power Amplifier CELESTION T5889 6 OPEN BACK MIDBASS Celestion 6 MIRANGE 6 MID RANGE Item
9718,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"Safeguard Supply Fire Alarm Bell - 6 Ringing Bell - 12 Volt DC Bell Can Be Used As an Extra Loud Doorbell, Chime Alarm O"
9725,Office_Products,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.0,"Wedge-It The Ultimate Door Stop - Black 12 Pack Wedge-it is the worlds most versatile, portable, temporary, light weight"
9740,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Electronics",0.4,Elefly 20V Lithium Battery Charger Compatible with Black & Decker 20V Lithium Battery LBXR20 LBX20 LB20 Charger Replacem
9800,Electronics,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Mopar Genuine - Guard Kit Light BRAND NEW AND MOPAR GENUINE THIS OEM FACTORY NEW SET OF SATIN BLACK TAIL LAMP GUARDS IS 
9809,Musical_Instruments,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,RSN LED Lighting Bar 18W 19.7in IP65 Waterproof 2 Years Warranty (Green) Waterproof led wall washer light for architectu
9832,Automotive,"Musical_Instruments, Automotive, Automotive, Electronics, Tools_and_Home_Improvement",0.4,"United Pacific 31376 ULTRALIT 4in x 6in Crystal Projection Headlight w/6 White LED Position Light, Reinforced Aluminum R"
9846,Toys_and_Games,"Toys_and_Games, Electronics, Automotive, Electronics, Tools_and_Home_Improvement",0.2,COMPLETE SELECTION MODIFICATION FAIZGEAR – 1 x Mission Memory. 1 x Faiz Phone. 1 x Belt Buckle. 1 x Faiz Pointer. 1 x Fa
9850,Electronics,"Toys_and_Games, Toys_and_Games, Toys_and_Games, Cell_Phones_and_Accessories, Automotive",0.0,Animal Face 3D Animals Tiger 2 Backpack 3D Deep Stereographic Felt Fabric The Animal Face backpack is the new arrival fa
9856,Cell_Phones_and_Accessories,"Cell_Phones_and_Accessories, Electronics, Electronics, Cell_Phones_and_Accessories, Electronics",0.4,Samsung Galaxy S9 64GB Dual SIM Factory Unlocked - International Stock No Warranty (Sunrise Gold) *** FREE 64GB microSD 
9865,Cell_Phones_and_Accessories,"Electronics, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics, Electronics",0.4,"AGM H5 Pro Rugged Smartphone (2023 Upgraded), Rugged Phone, Rugged Smartphone Unlocked 109dB Loudest Speaker Battery, 6."
9880,Automotive,"Automotive, Cell_Phones_and_Accessories, Electronics, Electronics, Electronics",0.2,Metra Single DIN Installation Kit with Pocket for Kia Spectra Metra Single DIN Installation Kit w/ Pocket for Kia Spectr
9884,Cell_Phones_and_Accessories,"Electronics, Electronics, Toys_and_Games, Electronics, Electronics",0.0,"Zhiyun Crane M3S Camera Gimbal Stabilizer for Mirrorless Camera,Smartphone,Action Camera Miniature Marvel & Installation"
9906,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,"Leviton QuickPort F-Type Adapter, Nickel-Plated, Ivory Product Description F-CONNECTOR, FEED-THROUGH TYPE; HIGH IMPACT P"
9916,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.4,Base Shoe for Iron Balusters (Contractor Pack of 10) Flat Shoes with Set Screw for use with 1/2 Square Scroll Basket Twi
9921,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,Minneapolis Moline Prairie Gold 2 Tractor Paint Gallon Minneapolis Moline models tractor & implement enamel is a premium
9923,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Musical_Instruments, Electronics, Musical_Instruments, Musical_Instruments",0.2,RYOBI Large Open Tote (Single) The Ryobi Large Open Tote is ideal for storing and transporting your tool collection. Fea
